,company,company_location,review_date,country_of_bean_origin,specific_bean_or_bar_origin,cocoa_percent,ingredients,most_memorable_characteristics,rating,Rating Category,cocoa_percent_classification
2184,Solstice,U.S.A.,2018,India,Anamalai,0.7,"3- B,S,C","molasses undertone, tangy",3.25,Recommended,Bittersweet and Dark
2185,Solstice,U.S.A.,2021,Vietnam,"Dak Nong, Lot 103120",0.7,"3- B,S,C","molasses, raisins, astringent",3.5,Highly Recommended,Bittersweet and Dark
2186,Soma,Canada,2009,Dominican Republic,Hispaniola,0.7,"3- B,S,C","sticky, few grits, mild fruit,sour",3.0,Recommended,Bittersweet and Dark
2187,Soma,Canada,2009,Ghana,Africa,0.7,"3- B,S,C","earthy, woody, vegetal",3.5,Highly Recommended,Bittersweet and Dark
2188,Soma,Canada,2009,Dominican Republic,Conacado,0.7,"3- B,S,C","slow to develop, nutty",3.0,Recommended,Bittersweet and Dark
2189,Soma,Canada,2009,Papua New Guinea,Papua New Guinea,0.7,"3- B,S,C","smokey, mushroom, woodsy",3.5,Highly Recommended,Bittersweet and Dark
2190,Soma,Canada,2009,Madagascar,Madagascar,0.7,"3- B,S,C","subtle red berry, complex",3.75,Highly Recommended,Bittersweet and Dark
2191,Soma,Canada,2009,Venezuela,Ocumare,0.7,"3- B,S,C",black tea,3.75,Highly Recommended,Bittersweet and Dark
2192,Soma,Canada,2010,Blend,"Black Science Blend 1, DR, Ecuador, Peru",0.7,"3- B,S,C","complex, nut, dried fruit, earth",3.75,Highly Recommended,Bittersweet and Dark
2193,Soma,Canada,2011,Grenada,"Grenada, Black Science",0.7,"3- B,S,C","super temper,astringent, burn",2.75,Disapointing,Bittersweet and Dark
2194,Soma,Canada,2011,Bolivia,"Alto Beni, Wild Bolivian",0.7,"3- B,S,C","earthy, mild tannic, woody",3.5,Highly Recommended,Bittersweet and Dark
2195,Soma,Canada,2011,Blend,"Three Amigos(Chuao, Wild Bolivia, D.R.)",0.7,"3- B,S,C","strawberry, cocoa, nutty",4.0,Outstanding,Bittersweet and Dark
2196,Soma,Canada,2011,Peru,Peruvian,0.64,"3- B,S,C","complex,spice,caramel,cocoa",4.0,Outstanding,Semi-sweet and Dark
2197,Soma,Canada,2011,Dominican Republic,"Elvesia P., Black Science",0.7,"3- B,S,C","dried fruit, tart",3.75,Highly Recommended,Bittersweet and Dark
2198,Soma,Canada,2011,Venezuela,Chuao,0.7,"3- B,S,C","strawberry, green mint",3.5,Highly Recommended,Bittersweet and Dark
2199,Soma,Canada,2012,Haiti,Noula Coop,0.7,"3- B,S,C","uneven, grassy, roasty",3.25,Recommended,Bittersweet and Dark
2200,Soma,Canada,2012,U.S.A.,O'ahu Island,0.7,"3- B,S,C","cranberries, cocoa",3.75,Highly Recommended,Bittersweet and Dark
2201,Soma,Canada,2012,Blend,"Dual Origins, Sambirano, Elvesia, batch SD06",0.7,"3- B,S,C","creamy, raisin, lemon",4.0,Outstanding,Bittersweet and Dark
2202,Soma,Canada,2012,Blend,"Dancing in Your Head, 5 bean blend",0.7,"3- B,S,C","creamy, complex, peanut",4.0,Outstanding,Bittersweet and Dark
2203,Soma,Canada,2012,Guatemala,"Cahabon Region, batch Tri1",0.7,"3- B,S,C","sandy, earthy, tangy wine",3.5,Highly Recommended,Bittersweet and Dark
2204,Soma,Canada,2012,Venezuela,"Carenero Superior, batch CS2",0.7,"3- B,S,C","intense, rich burnt caramel",3.75,Highly Recommended,Bittersweet and Dark
2205,Soma,Canada,2012,Blend,"Eastern Promises, Mad., Java, PNG, batch EP1",0.7,"3- B,S,C","smoke,tobacco,black pepper",3.5,Highly Recommended,Bittersweet and Dark
2206,Soma,Canada,2012,Papua New Guinea,Papua New Guinea,0.85,"3- B,S,C","mild smoke, fruit, mild burnt",3.5,Highly Recommended,Bittersweet and Dark
2207,Soma,Canada,2013,Dominican Republic,"Rizek Cacao, batch DR 12",0.77,"3- B,S,C","smoke, burnt caramel, citrus",3.75,Highly Recommended,Bittersweet and Dark
2208,Soma,Canada,2013,Indonesia,Java,0.7,"3- B,S,C","creamy, smokey, some fruit",3.25,Recommended,Bittersweet and Dark
2209,Soma,Canada,2013,Peru,"Apurimac, El Quinacho Co-op",0.7,"3- B,S,C","creamy, medicinal, mild fruit",2.75,Disapointing,Bittersweet and Dark
2210,Soma,Canada,2013,Trinidad,Sangre Grande P.,0.7,"3- B,S,C","creamy, brownie mix, roasty",3.75,Highly Recommended,Bittersweet and Dark
2211,Soma,Canada,2013,Blend,Chef's Blend,0.7,"3- B,S,C","grassy, dairy, mild fatty",3.25,Recommended,Bittersweet and Dark
2212,Soma,Canada,2013,Venezuela,Patanemo,0.7,"3- B,S,C","nutty, chocolate ice cream",3.75,Highly Recommended,Bittersweet and Dark
2213,Soma,Canada,2013,Blend,"Crazy 88, Guat., D.R., Peru, Mad., PNG",0.88,"3- B,S,C","pronounced berry,mild smoke",4.0,Outstanding,Very Bitter and Extra Dark
2214,Soma,Canada,2013,Venezuela,"Maracaibo, El Vigia",0.7,"3- B,S,C","delicate, nutty, cocoa, dairy",4.0,Outstanding,Bittersweet and Dark
2215,Soma,Canada,2013,Blend,"Equator, Peru, Dom. Rep",0.67,"3- B,S,C","roasted nuts, burnt brownie",4.0,Outstanding,Semi-sweet and Dark
2216,Soma,Canada,2013,Venezuela,"Orinoco, batch ORI 1",0.7,"3- B,S,C","creamy, nutty, roasty",3.25,Recommended,Bittersweet and Dark
2217,Soma,Canada,2013,Jamaica,"Bachelor's Hall E., St. Thomas Parish, batch bh1",0.7,"3- B,S,C","floral, berry, clove",4.0,Outstanding,Bittersweet and Dark
2218,Soma,Canada,2014,Nicaragua,"La Tronca, Matagalpa",0.7,"3- B,S,C","basic chocolate, accessible",3.5,Highly Recommended,Bittersweet and Dark
2219,Soma,Canada,2014,Peru,Maranon Canyon,0.7,"3- B,S,C","creamy, sour orange",3.75,Highly Recommended,Bittersweet and Dark
2220,Soma,Canada,2014,Nicaragua,La Dalia,0.7,"3- B,S,C","spicy, woodsy",3.25,Recommended,Bittersweet and Dark
2221,Soma,Canada,2014,Ecuador,"Camino Verde P., Balao, Guayas",0.8,"3- B,S,C","robust, nutty, brownie",3.5,Highly Recommended,Bittersweet and Dark
2222,Soma,Canada,2014,Vanuatu,"Espiritu Santo, 'Smoke Monster', batch sm1",0.7,"3- B,S,C","creamy, smokey, rich cocoa",3.75,Highly Recommended,Bittersweet and Dark
2223,Soma,Canada,2014,Blend,"Little Big Man, Madagascar & Ecuador",0.7,"3- B,S,C","tart, mild sour",3.25,Recommended,Bittersweet and Dark
2224,Soma,Canada,2015,Venezuela,CSB Chama,0.7,"3- B,S,C","roasted nuts, dried fruit",3.5,Highly Recommended,Bittersweet and Dark
2225,Soma,Canada,2015,Venezuela,Porcelana,0.75,"3- B,S,C","balanced, nuts, strawberry",4.0,Outstanding,Bittersweet and Dark
2226,Soma,Canada,2016,Dominican Republic,"Oko Caribe, Duarte P., Collab w Chocosol",0.62,"3- B,S,C","creamy, sweet, deep choco",3.5,Highly Recommended,Semi-sweet and Dark
2227,Soma,Canada,2016,Madagascar,"Sambirano Valley, Black Science, B-60307.0",0.7,"3- B,S,C",robust dark tropical fruit,3.5,Highly Recommended,Bittersweet and Dark
2228,Soma,Canada,2016,Brazil,"Bahia Black, batch bra50722.1",0.7,"3- B,S,C","creamy, diluted, mild choco",3.5,Highly Recommended,Bittersweet and Dark
2229,Soma,Canada,2016,Nicaragua,"Chuno, San Jose de Bocay, Pantasma R.,B.S.",0.7,"3- B,S,C",evolves black pepper to citrus,3.75,Highly Recommended,Bittersweet and Dark
2230,Soma,Canada,2016,Blend,"Abstract S. w/ Jamaica nibs,batch abs60323.0",0.75,"3- B,S,C","banana, nutty",3.75,Highly Recommended,Bittersweet and Dark
2231,Soma,Canada,2016,Vietnam,"Tien Giang, Black S., batch VIT60420.0",0.7,"3- B,S,C","creamy, honey, blackberry",4.0,Outstanding,Bittersweet and Dark
2232,Soma,Canada,2016,Ecuador,"Camino Verde, Black S., batch cvu6030.0",0.7,"3- B,S,C","nutty, banana, harsh ending",3.25,Recommended,Bittersweet and Dark
2233,Soma,Canada,2017,Fiji,Fiji,0.7,"3- B,S,C","creamy, roasty, woody",3.25,Recommended,Bittersweet and Dark
2234,Soma,Canada,2017,Colombia,Arauca,0.7,"3- B,S,C","creamy, honey, marshmallow",4.0,Outstanding,Bittersweet and Dark
2235,Soma,Canada,2018,Haiti,"Pisa, Creole Gardens",0.7,"3- B,S,C","sweet edge, lemon, muted",3.0,Recommended,Bittersweet and Dark
2236,Soma,Canada,2018,Madagascar,"Bejofo, Sambirano V., Akesson E.",0.7,"3- B,S,C","creamy, acidic, balanced",4.0,Outstanding,Bittersweet and Dark
2237,Soma,Canada,2018,Venezuela,"Choroni, Aragua, Finca Torres Farm",0.7,"3- B,S,C","nutty, cocoa",4.0,Outstanding,Bittersweet and Dark
2238,Soma,Canada,2021,Madagascar,"Bejofo, Sambirano V., Akesson, b. 6116-BEJ210324",0.7,"3- B,S,C","red fruit, peanut butter, cocoa",3.5,Highly Recommended,Bittersweet and Dark
2239,Soma,Canada,2021,Venezuela,"Guasare, Rosario de Perija, b.4279-GUA201123",0.7,"3- B,S,C","spice, sour malt, woody",3.5,Highly Recommended,Bittersweet and Dark
2240,Soma,Canada,2021,Blend,Dream Machine (Mad./Dom.Rep./Ecuador),0.62,"4- B,S,C,V","sweet, cocoa, candy like",3.25,Recommended,Semi-sweet and Dark
2241,Soma,Canada,2021,Vietnam,"Ben Tre, batch BEN210924 8983",0.7,"3- B,S,C","cinamon, nutmeg, hot cocoa",4.0,Outstanding,Bittersweet and Dark
2242,Soma,Canada,2022,Uganda,"Semuliki Forest, Bundibugyo, b. 13416SEM220426",0.7,"3- B,S,C","creamy,choco strawberry,vanilla",4.0,Outstanding,Bittersweet and Dark
2243,Somerville,U.S.A.,2014,Nicaragua,Nicaragua,0.7,"2- B,S","earthy, dried fruit, complex",3.25,Recommended,Bittersweet and Dark
2244,Somerville,U.S.A.,2014,U.S.A.,"Hawai'i Island, Big Island",0.7,"2- B,S","intense, tannic, choco, earthy",3.5,Highly Recommended,Bittersweet and Dark
2245,Soul,Canada,2017,Dominican Republic,Dominican Republic,0.7,"2- B,S","few grits, sweet, cocoa",3.25,Recommended,Bittersweet and Dark
2246,Soul,Canada,2017,Ecuador,Ecuador,0.75,"2- B,S","dry, floral, earthy",3.25,Recommended,Bittersweet and Dark
2247,Soul,Canada,2017,Papua New Guinea,Papua New Guinea,0.77,"2- B,S","sandy, smokey, fruit, sour",3.25,Recommended,Bittersweet and Dark
2248,Soul,Canada,2017,Madagascar,Madagascar,0.7,"2- B,S","tart, sour, basic",3.5,Highly Recommended,Bittersweet and Dark
2249,Soul,Canada,2017,Venezuela,Venezuela,0.75,"2- B,S","dry, earthy, roasty",3.5,Highly Recommended,Bittersweet and Dark
2250,Soul,Canada,2017,Tanzania,Tanzania,0.8,"2- B,S","sticky, mild fruit, brownie",3.5,Highly Recommended,Bittersweet and Dark
2251,Spagnvola,U.S.A.,2012,Dominican Republic,AgroCriso Plantation,0.7,"4- B,S,C,V","oily, floral, dairy",3.0,Recommended,Bittersweet and Dark
2252,Spagnvola,U.S.A.,2012,Dominican Republic,AgroCriso Plantation,0.8,"4- B,S,C,V","fatty, muted strawberry",3.0,Recommended,Bittersweet and Dark
2253,Spagnvola,U.S.A.,2012,Dominican Republic,AgroCriso Plantation,0.75,"4- B,S,C,V","oily, floral",3.25,Recommended,Bittersweet and Dark
2254,Spencer,Australia,2014,Vanuatu,Malekula Island,0.72,"3- B,S,C","bready, sour milk, fatty",2.75,Disapointing,Bittersweet and Dark
2255,Spencer,Australia,2016,Dominican Republic,"Dominican Republic, lot D82R",0.7,"3- B,S,C","spicy, chocolatey",3.5,Highly Recommended,Bittersweet and Dark
2256,Spencer,Australia,2016,Ecuador,"Ecuador, lot E432314L",0.7,"3- B,S,C","floral, sandy",3.75,Highly Recommended,Bittersweet and Dark
2257,Spencer,Australia,2016,Madagascar,"Madagascar, lot M0403R",0.7,"3- B,S,C","powdery, cherry, astringent",3.75,Highly Recommended,Bittersweet and Dark
2258,Spencer,U.S.A.,2017,Peru,Peru,0.7,"3- B,S,C","floral, earthy, burnt rubber",2.75,Disapointing,Bittersweet and Dark
2259,Spencer,U.S.A.,2017,Ecuador,Ecuador,0.7,"3- B,S,C","floral, astringent",3.5,Highly Recommended,Bittersweet and Dark
2260,Spencer,U.S.A.,2017,Dominican Republic,Dominican Republic,0.7,"3- B,S,C","sandy, robust, grapes, malt",3.75,Highly Recommended,Bittersweet and Dark
2261,Spinnaker,U.S.A.,2021,Belize,"Maya Mountain, Toledo District, batch 12-1",0.7,"2- B,S","strong roast, tart raspberry",3.25,Recommended,Bittersweet and Dark
2262,Spinnaker,U.S.A.,2021,Madagascar,"Bejofo, Akesson, batch 10-1",0.7,"2- B,S","plum, roasty undertone, sour",3.5,Highly Recommended,Bittersweet and Dark
2263,Spinnaker,U.S.A.,2021,Uganda,"Bundibugyo, Semuliki Forest, batch 9-1",0.7,"2- B,S","dairy, cocoa, well balanced",3.5,Highly Recommended,Bittersweet and Dark
2264,Sprungli (Felchlin),Switzerland,2013,Bolivia,Alto Beni,0.7,"4- B,S,C,L","fatty, mild fruit, off note",3.0,Recommended,Bittersweet and Dark
2265,SRSLY,U.S.A.,2013,Dominican Republic,Dominican Republic,0.7,"3- B,S,L","unrefined, sweet, mild coffee",3.0,Recommended,Bittersweet and Dark
2266,SRSLY,U.S.A.,2013,Dominican Republic,Dominican Republic,0.84,"3- B,S,L","gritty,intense coffee, metallic",2.25,Disapointing,Bittersweet and Dark
2267,Standout,Sweden,2022,Madagascar,Bejofo,0.7,"2- B,S","slow to develop, melon, earthy",3.25,Recommended,Bittersweet and Dark
2268,Standout,Sweden,2022,Belize,"Maya Mtn, March-May 2020 harvest",0.7,"2- B,S","honey, cocoa, graham",3.5,Highly Recommended,Bittersweet and Dark
2269,Standout,Sweden,2022,India,"Idukki, GoGround, 2019 harvest",0.7,"2- B,S","raisins, molasses, herbal tea",3.5,Highly Recommended,Bittersweet and Dark
2270,Starchild,U.S.A.,2015,Ecuador,"Bolivar, Arriba",0.7,"4- B,S*,C,V","coconut, mild vanilla",3.0,Recommended,Bittersweet and Dark
2271,Starchild,U.S.A.,2015,Dominican Republic,Hispaniola,0.7,"4- B,S*,C,V","coconut, cocoa, few grits",3.0,Recommended,Bittersweet and Dark
2272,Starchild,U.S.A.,2015,Guatemala,Cacao Verapaz,0.7,"4- B,S*,C,V","dried fruit, coconut, few grits",3.0,Recommended,Bittersweet and Dark
2273,Starchild,U.S.A.,2015,Nicaragua,Rio Tuma,0.7,"4- B,S*,C,V","brownie, few grits, sandy",3.0,Recommended,Bittersweet and Dark
2274,Starchild,U.S.A.,2015,Madagascar,Sambirano Valley,0.7,"4- B,S*,C,V","red fruit, coconut",3.0,Recommended,Bittersweet and Dark
2275,Stella (aka Bernrain),Switzerland,2011,India,India,0.72,"4- B,S,C,V","peanut butter,vanilla,artificial",3.25,Recommended,Bittersweet and Dark
2276,Stella (aka Bernrain),Switzerland,2012,Brazil,"Bahia, Agri-Forestal Plantation, 2010",0.68,"4- B,S,C,V","creamy, vanilla, moldy",2.75,Disapointing,Semi-sweet and Dark
2277,Stone Grindz,U.S.A.,2014,Ecuador,"Ecuador, Midnight Dark, batch 600414",0.84,"3- B,S,C","floral, hints of fruit",3.5,Highly Recommended,Bittersweet and Dark
2278,Stone Grindz,U.S.A.,2014,Ecuador,"Ecuador, Twilght Dark, batch 500414",0.7,"3- B,S,C","oily surface, floral, earthy",3.5,Highly Recommended,Bittersweet and Dark
2279,Stone Grindz,U.S.A.,2017,Bolivia,"Wild Bolivia, batch 260",0.7,"3- B,S,C","fatty, rubber, off notes",2.5,Disapointing,Bittersweet and Dark
2280,StRita Supreme,U.S.A.,2012,Philippines,"Samar, East Visayas region",0.65,"4- B,S,C,V","vanilla, sweet",2.5,Disapointing,Semi-sweet and Dark
2281,StRita Supreme,U.S.A.,2012,Philippines,"Samar, East Visayas region",0.7,"4- B,S,C,V","dry, sweet, vanilla(n)",2.5,Disapointing,Bittersweet and Dark
2282,StRita Supreme,U.S.A.,2012,Philippines,"Samar, East Visayas region",0.75,"4- B,S,C,V","bland, earthy",2.75,Disapointing,Bittersweet and Dark
2283,Sublime Origins,U.S.A.,2013,Madagascar,Sambirano,0.67,"2- B,S","molasses, sour, astringent",2.75,Disapointing,Semi-sweet and Dark
2284,Sublime Origins,U.S.A.,2013,Belize,Moho Valley,0.78,"2- B,S","intense, rich, dark berry",3.25,Recommended,Bittersweet and Dark
2285,Summerbird,Denmark,2016,Peru,Peru,0.61,"5- B,S,C,V,L","sandy, sweet, vanilla",2.5,Disapointing,Semi-sweet and Dark
2286,Summerbird,Denmark,2016,Peru,Peru,0.71,"5- B,S,C,V,L","powdery, vanilla, earthy",3.0,Recommended,Bittersweet and Dark
2287,Suruca Chocolate,Venezuela,2016,Venezuela,Venezuela,0.7,"3- B,S,C","sticy, nutty, roasty, off notes",2.75,Disapointing,Bittersweet and Dark
2288,Suruca Chocolate,Venezuela,2016,Venezuela,Venezuela,0.6,"3- B,S,C","sticky, sweet, nutty, roasty",3.0,Recommended,Semi-sweet and Dark
2289,Svenska Kakaobolaget,Sweden,2015,Sri Lanka,Sri Lanka,0.7,"2- B,S","ham, sour, intense",2.75,Disapointing,Bittersweet and Dark
2290,Svenska Kakaobolaget,Sweden,2019,Tanzania,"Kokoa Kamili, 2017 harvest",0.74,"2- B,S","fruit, burnt, harsh",2.75,Disapointing,Bittersweet and Dark
2291,sweet beans,U.S.A.,2021,Honduras,Honduras,0.72,"3- B,S,C","overly roasty, spicy",3.0,Recommended,Bittersweet and Dark
2292,sweet beans,U.S.A.,2021,Peru,Peru,0.72,"3- B,S,C","earthy, roasty, hammy",3.0,Recommended,Bittersweet and Dark
2293,sweet beans,U.S.A.,2021,Uganda,Uganda,0.77,"3- B,S,C","melon, mocha",3.5,Highly Recommended,Bittersweet and Dark
2294,sweet beans,U.S.A.,2021,Trinidad,Trinidad,0.8,"3- B,S,C","herbal, tea, dried fruit",3.75,Highly Recommended,Bittersweet and Dark
2295,Sweet Escalier,Japan,2018,Venezuela,Chuao,0.75,"5- B,S,C,V,L","acidic, cocoa, dried fruit",3.25,Recommended,Bittersweet and Dark
2296,Sweet Escalier,Japan,2018,Tanzania,Tanzania,0.75,"3- B,S,C","fatty, sour, off notes",2.75,Disapointing,Bittersweet and Dark
2297,Sweet Escalier,Japan,2018,Belize,Belize,0.7,"5- B,S,C,V,L","buttery, cheesy",3.0,Recommended,Bittersweet and Dark
2298,Sweet Escalier,Japan,2018,Peru,San Martin,0.7,"5- B,S,C,V,L","pungent, molasses, sour",2.5,Disapointing,Bittersweet and Dark
2299,Sweet Escalier,Japan,2018,Brazil,"Amazonas, Wild Cacao",0.7,"5- B,S,C,V,L","cardboard, cheesy",3.0,Recommended,Bittersweet and Dark
2300,Sweetness,Canada,2020,Peru,Ucayali,0.68,"3- B,S,C","burnt black licorice, intense",3.25,Recommended,Semi-sweet and Dark
2301,Sweetness,Canada,2020,Mexico,Tabasco,0.74,"3- B,S,C","dried fig, earthy, dirty",3.0,Recommended,Bittersweet and Dark
2302,Sweetness,Canada,2020,Papua New Guinea,Papua New Guinea,0.73,"3- B,S,C","savory lemon, ham",3.25,Recommended,Bittersweet and Dark
2303,Szanto Tibor,Hungary,2011,Venezuela,Crudo,0.7,"3- B,S,C","rustic, sugar dominates",3.0,Recommended,Bittersweet and Dark
2304,Szanto Tibor,Hungary,2012,Dominican Republic,Santo Domingo,0.7,"3- B,S,C","rustic, large unground pieces",3.25,Recommended,Bittersweet and Dark
2305,Szanto Tibor,Hungary,2012,Madagascar,Millot Plantation,0.7,"3- B,S,C","rustic, bright fruit",3.25,Recommended,Bittersweet and Dark
2306,Szanto Tibor,Hungary,2012,Peru,"Ayacucho, ""El Guinacho""",0.7,"3- B,S,C","sweet, spicy",3.75,Highly Recommended,Bittersweet and Dark
2307,Szanto Tibor,Hungary,2013,Madagascar,"Autumn, Primary Harvest, 2012",0.7,"3- B,S,C","light color, sandy, fruity",3.5,Highly Recommended,Bittersweet and Dark
2308,Szanto Tibor,Hungary,2013,Madagascar,"Spring, Secondary Harvest, 2012",0.7,"3- B,S,C","dark color, sandy, fruity",3.5,Highly Recommended,Bittersweet and Dark
2309,Szanto Tibor,Hungary,2013,Nicaragua,Cacao Blanco,0.7,"3- B,S,C","sour milk, hot cocoa",3.25,Recommended,Bittersweet and Dark
2310,Szanto Tibor,Hungary,2014,Venezuela,Porcelana,0.7,"3- B,S,C","sandy, earthy, spice, nutty",3.5,Highly Recommended,Bittersweet and Dark
2311,Szanto Tibor,Hungary,2014,Cuba,Baracoa,0.7,"3- B,S,C","sandy, banana",3.75,Highly Recommended,Bittersweet and Dark
2312,Szanto Tibor,Hungary,2015,Ecuador,Nacional,0.7,"3- B,S,C","sweet, brownie, sour",3.25,Recommended,Bittersweet and Dark
2313,Szanto Tibor,Hungary,2015,Cuba,Baracoa,0.88,"3- B,S,C","rustic, spicy, earthy",3.25,Recommended,Very Bitter and Extra Dark
2314,Szanto Tibor,Hungary,2015,Madagascar,Ambolikapiky,0.7,"3- B,S,C","sour orange, fatty",3.25,Recommended,Bittersweet and Dark
2315,Szanto Tibor,Hungary,2015,Ecuador,"Winak, Sumaco",0.7,"3- B,S,C","coarse, spicy cinnamon",3.75,Highly Recommended,Bittersweet and Dark
2316,Szanto Tibor,Hungary,2015,Vietnam,"Ben Tre, Mekong Delta",0.7,"3- B,S,C","smokey, mild citrus",3.25,Recommended,Bittersweet and Dark
2317,Szanto Tibor,Hungary,2015,Brazil,"Fazenda Sempre Firme, Bahia",0.7,"3- B,S,C","rustic, earthy, tea",3.5,Highly Recommended,Bittersweet and Dark
2318,Tabal,U.S.A.,2013,Costa Rica,"Costa Rica, batch 83",0.7,"4- B,S,C,V","licorice, dried fruit, burnt fuel",2.75,Disapointing,Bittersweet and Dark
2319,Tabal,U.S.A.,2013,Dominican Republic,Dominican Republic,0.7,"4- B,S,C,V","oily, cardboard, sour",2.75,Disapointing,Bittersweet and Dark
2320,Tabal,U.S.A.,2013,Mexico,"Chiapas, Lacandon Jungle, batch 95",0.7,"4- B,S,C,V","vanilla, fuel, earthy",2.5,Disapointing,Bittersweet and Dark
2321,Tabal,U.S.A.,2013,Peru,"Peru, batch 96",0.7,"4- B,S,C,V","vanilla, fatty, vegetal, mint",3.0,Recommended,Bittersweet and Dark
2322,Tablette (aka Vanillabeans),Japan,2015,Colombia,Colombia,0.7,"5- B,S,C,V,L","flat, smoke, marshmallow",3.0,Recommended,Bittersweet and Dark
2323,Tablette (aka Vanillabeans),Japan,2015,Papua New Guinea,Papua,0.62,"5- B,S,C,V,L","creamy, smoke, ham",3.25,Recommended,Semi-sweet and Dark
2324,Tablette (aka Vanillabeans),Japan,2015,Vietnam,Vietnam,0.6,"5- B,S,C,V,L","vanilla, butter, caramel",3.25,Recommended,Semi-sweet and Dark
2325,Tablette (aka Vanillabeans),Japan,2015,Trinidad,Trinidad,0.77,"4- B,S,C,L","intense, grassy, smokey",2.75,Disapointing,Bittersweet and Dark
2326,Tala,Vietnam,2019,Vietnam,Vietnam,0.7,"3- B,S,C","cocoa,sweet,fatty, cardboard",2.75,Disapointing,Bittersweet and Dark
2327,Tala,Vietnam,2019,Vietnam,Vietnam,0.75,"3- B,S,C","intense cocoa, fatty, sticky",3.0,Recommended,Bittersweet and Dark
2328,Tan Ban Skrati,Suriname,2016,Suriname,"Paramaribo, batch 20160043-01",0.7,"2- B,S","earthy, floral, dry",3.25,Recommended,Bittersweet and Dark
2329,Taste Artisan,U.S.A.,2019,Venezuela,"Chuao, batch 20170714C",0.75,"4- B,S,C,V","vanilla, fatty",3.0,Recommended,Bittersweet and Dark
2330,Taste Artisan,U.S.A.,2019,Peru,Amazonas,0.75,"3- B,S,C","blackberry, dirt, high roast",3.25,Recommended,Bittersweet and Dark
2331,Taste Artisan,U.S.A.,2019,Peru,Piura,0.75,"3- B,S,C",fig,4.0,Outstanding,Bittersweet and Dark
2332,Taste Artisan aka Coleman and Davis,U.S.A.,2015,Madagascar,Sambirano,0.75,"4- B,S,C,V","berry, spices, smoke",3.0,Recommended,Bittersweet and Dark
2333,Taucherli,Switzerland,2019,Nicaragua,Nicaragua,0.72,"3- B,S,C","nutty, off, roasty, fatty",3.0,Recommended,Bittersweet and Dark
2334,Taucherli,Switzerland,2019,Mexico,Mexico,0.7,"3- B,S,C","nutty, fruit, sour, floral",3.25,Recommended,Bittersweet and Dark
2335,Taylor Made,U.S.A.,2021,Haiti,"Haiti, batch 2020SEP",0.67,"3- B,S,C","earthy, fatty, gritty",2.75,Disapointing,Semi-sweet and Dark
2336,Taza,U.S.A.,2007,Dominican Republic,"Dark, Stone Ground",0.7,"3- B,S,C","sandy, sour banana, sweet",3.0,Recommended,Bittersweet and Dark
2337,Taza,U.S.A.,2009,Mexico,Chiapan,0.75,"3- B,S,C","rustic, sweet, earthy",2.75,Disapointing,Bittersweet and Dark
2338,Taza,U.S.A.,2011,Bolivia,Alto Beni,0.87,"3- B,S,C","grainy, blueberries, bitter",3.25,Recommended,Very Bitter and Extra Dark
2339,Taza,U.S.A.,2014,Belize,Belize,0.68,"3- B,S,C","coarse, watering, sweet",3.0,Recommended,Semi-sweet and Dark
2340,TCHO,U.S.A.,2008,Ghana,Chocolatey-beta,0.7,"5- B,S,C,V,L","gritty,sweet,swiss miss,vanilla",2.5,Disapointing,Bittersweet and Dark
2341,TCHO,U.S.A.,2008,Peru,Fruity-beta,0.7,"5- B,S,C,V,L","tangy, off, musty, sour",2.5,Disapointing,Bittersweet and Dark
2342,TCHO,U.S.A.,2008,Madagascar,Citrus-beta,0.7,"5- B,S,C,V,L","dry, red berry, off note",2.75,Disapointing,Bittersweet and Dark
2343,TCHO,U.S.A.,2008,Peru,Nutty-beta,0.7,"5- B,S,C,V,L","dry, musty, flat",2.5,Disapointing,Bittersweet and Dark
2344,TCHO,U.S.A.,2009,Blend,TCHOPro 60.5,0.6,"5- B,S,C,V,L","tea, sweet, astringent",2.75,Disapointing,Semi-sweet and Dark
2345,TCHO,U.S.A.,2009,Blend,TCHOPro 68,0.68,"5- B,S,C,V,L","nutty, candy-like",3.0,Recommended,Semi-sweet and Dark
2346,TCHO,U.S.A.,2012,Blend,"Peru, Ecuador",0.99,,"spicy, ginger, bitter",3.25,Recommended,Very Bitter and Extra Dark
2347,TCHO,U.S.A.,2016,Blend,West Africa,0.62,"5- B,S,C,V,L","strong vanilla, sweet, fatty",2.0,Disapointing,Semi-sweet and Dark
2348,Tejas,U.S.A.,2012,Madagascar,Concepcion,0.7,"4- B,S,C,V","molasses, off notes",2.75,Disapointing,Bittersweet and Dark
2349,Tejas,U.S.A.,2012,Blend,"Bayou Blend, Ecuador, Mad., PNG",0.7,"4- B,S,C,V","molasses, caramel, spice",3.0,Recommended,Bittersweet and Dark
2350,Tejas,U.S.A.,2012,Papua New Guinea,Aranama,0.7,"4- B,S,C,V","molasses, caramel, fruity",3.0,Recommended,Bittersweet and Dark
2351,Tejas,U.S.A.,2012,Dominican Republic,Presidio,0.7,"4- B,S,C,V","molasses, caramel",3.5,Highly Recommended,Bittersweet and Dark
2352,Tejas,U.S.A.,2012,Ecuador,"La Bahia, w/ cane juice",0.7,"4- B,S,C,V","gritty, rum, molasses",3.25,Recommended,Bittersweet and Dark
2353,Tejas,U.S.A.,2012,Peru,Capistrano,0.7,"4- B,S,C,V","perfume, chemical, soapy",2.0,Disapointing,Bittersweet and Dark
